release_year,FilmID,Title,Mood,Theme,NarrativeStyle,EmotionalTone,Description
2012,7156,Kon-Tiki,neutral,neutral,neutral,"Adventure, History","The true story about legendary explorer Thor Heyerdahl and his epic crossing of the Pacific on a balsa wood raft in 1947, in an effort to prove it was possible for South Americans to settle in Polynesia in pre-Columbian times. Genre: Adventure, History"
2009,7157,The House of the Devil,neutral,neutral,neutral,"Horror, Mystery","In the 1980s, college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret. Genre: Horror, Mystery"
2014,7158,And So It Goes,neutral,neutral,neutral,"Comedy, Drama, Romance","A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home. Genre: Comedy, Drama, Romance"
1986,7159,The Delta Force,neutral,neutral,neutral,"Action, Thriller, Adventure","A 707 aircraft jetliner, en route from Athens to Rome and then to New York City, is hijacked by Lebanese terrorists, who demand that the pilot take them to Beirut. What the terrorists don't realize is that an elite team of commandos have been called in to eliminate all terrorists on the jetliner. Genre: Action, Thriller, Adventure"
2018,7160,Up and Away,uplifting,"fantasy, family",drama,"Animation, Family, Comedy","Hodja is a dreamer. He wants to experience the world, but his father insists he stays home and takes over the family's tailor shop. Fortunately, Hodja meets the old rug merchant El Faza, who gives him a flying carpet. In exchange he has to bring the old man's little granddaughter, Diamond, back to Pjort. El Faza can’t travel to the Sultan city himself, as the mighty ruler has imposed a death sentence on El Faza, on the grounds that he has stolen the Sultan's carpet. However, city life isn't quite what Hodja expected, and he only survives because of Emerald, a poor but street smart girl, who teaches him how to manage in the big world. But when Hodja loses his carpet to the power-hungry sultan, his luck seems to run out. Will he complete his mission, find El Faza's granddaughter and return safely back to Pjort? Genre: Animation, Family, Comedy"
1998,7161,Snake Eyes,dark,neutral,neutral,"Thriller, Crime, Mystery","All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to. Genre: Thriller, Crime, Mystery"
2019,7162,An Affair to Die For,neutral,neutral,neutral,Thriller,A weekend get-away for two lovers turns into a nightmare of psychological mind games when their infidelity is discovered. Genre: Thriller
2002,7163,Like Mike,neutral,neutral,neutral,"Comedy, Family, Fantasy","Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA. Genre: Comedy, Family, Fantasy"
1981,7164,Lady Chatterley's Lover,neutral,neutral,neutral,"Drama, Romance","A film adaptation of D.H. Lawrence's novel. After a crippling injury leaves her husband impotent, Lady Chatterly is torn between her love for her husband and her physical desires. With her husband's consent, she seeks out other means of fulfilling her needs. Genre: Drama, Romance"
2011,7165,The Phantom of the Opera at the Royal Albert Hall,neutral,neutral,neutral,"Music, Drama, Romance","A disfigured musical genius, hidden away in the Paris Opera House, terrorises the opera company for the unwitting benefit of a young protégée whom he trains and loves. The 25th anniversary of the first public performance of Phantom of the Opera was celebrated with a grand performance at the Royal Albert Hall in London. Genre: Music, Drama, Romance"
2018,7166,The After Party,neutral,neutral,neutral,"Comedy, Music","When an aspiring rapper goes viral for the wrong reasons, he thinks his career is sunk. But a wild party gives him one more chance to make it right. Genre: Comedy, Music"
2003,7167,The Cheetah Girls,neutral,neutral,neutral,"Family, Comedy, Drama, Music, TV Movie","A four-member teen girl group named the Cheetah Girls go to a Manhattan High School for the Performing Arts and try to become the first freshmen to win the talent show in the school's history. During the talent show auditions, they meet a big-time producer named Jackal Johnson, who tries to make the group into superstars, but the girls run into many problems. Genre: Family, Comedy, Drama, Music, TV Movie"
1972,7168,Cabaret,neutral,neutral,neutral,"Music, Drama, Romance","Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force. Genre: Music, Drama, Romance"
1989,7169,Always,neutral,neutral,neutral,"Fantasy, Romance","Pete Sandich is a reckless fire-fighting pilot who is killed in what was to have been his final mission. Ascending to Heaven, Pete is introduced to business-like angel who instructs the spectral Pete to pass on his aviation knowledge to his young successor. While doing so, Pete also smoothes the course of romance for his earthly girlfriend who, after several months of grieving, finally falls in love with another man. Genre: Fantasy, Romance"
2010,7170,Let the Bullets Fly,neutral,neutral,neutral,"Action, Comedy","When circumstances force an outlaw to impersonate a county governor and clean up a corrupt town, the Robin Hood figure finds himself in a showdown with the local “godfather”. Genre: Action, Comedy"
1960,7171,La Dolce Vita,neutral,neutral,neutral,"Comedy, Drama","Journalist and man-about-town Marcello struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer. Genre: Comedy, Drama"
2001,7172,The Musketeer,neutral,neutral,neutral,Adventure,Young D'Artagnan seeks to join the legendary musketeer brigade and avenge his father's death - but he finds that the musketeers have been disbanded. Genre: Adventure
1984,7173,Tightrope,dark,crime,neutral,"Mystery, Thriller, Crime","Wes Block is a detective who's put on the case of a serial killer. His victims are young and pretty women, which he rapes and murders. The murders are getting personal when the killer chooses victims who are acquaintances of Block. Even his daughters are threatened. Genre: Mystery, Thriller, Crime"
2013,7174,Labor Day,neutral,neutral,neutral,Drama,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited. Genre: Drama"
1977,7175,The Hills Have Eyes,uplifting,family,drama,"Horror, Thriller","On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack. Genre: Horror, Thriller"
2021,7176,Lords of Scam,neutral,neutral,neutral,Documentary,This documentary traces the rise and crash of scammers who conned the EU carbon quota system and pocketed millions before turning on one another. Genre: Documentary
2018,7177,The Last Man,neutral,neutral,drama,"Science Fiction, Action, Drama, Thriller","Tov Matheson is a war veteran with PTSD who perceives that the apocalypse is coming. After starting a relationship with a dubious Messiah, he leaves his normal life and begins the construction of a shelter underground, training himself, in an extreme way, at the cost of losing everything and making people believe he is insane. When he also believes it, something extraordinary happens. Genre: Science Fiction, Action, Drama, Thriller"
1992,7178,My Cousin Vinny,dark,neutral,neutral,Comedy,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South! Genre: Comedy"
1955,7179,Rebel Without a Cause,neutral,neutral,neutral,Drama,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin. Genre: Drama"
